0,0
900,0
1800,0
2700,0
3600,0
4500,0
5400,0
6300,0
7200,0
8100,0
9000,0
9900,0
10800,0
11700,0
12600,0
13500,0
14400,0
15300,0
16200,0
17100,0
18000,0
18900,0
19800,0
20700,0
21600,0
22500,0
23400,0
24300,0
25200,0
26100,0
27000,0
27900,0
28800,0
29700,0
30600,0.00717238
31500,0.011470789
32400,0.026106619
33300,0.047384746
34200,0.047384746
35100,0.047384746
36000,0.047384746
36900,0.047384746
37800,0.047384746
38700,0.047384746
39600,0.047384746
40500,0.047384746
41400,0.086281575
42300,0.103026406
43200,0.089196735
44100,0.087746522
45000,0.089501284
45900,0.090184606
46800,0.083260769
47700,0.079988492
48600,0.076672501
49500,0.082303612
50400,0.081428149
51300,0.083121217
52200,0.085817884
53100,0.086927224
54000,0.083627214
54900,0.086773628
55800,0.084923496
56700,0.079605895
57600,0.084391709
58500,0.084093442
59400,0.087062229
60300,0.104767263
61200,0.11369819
62100,0.124443759
63000,0.140562446
63900,0.151207736
64800,0.192492077
65700,0.251962042
66600,0.291498827
67500,0.346182665
68400,0.370681319
69300,0.378409452
70200,0.400899935
71100,0.404466691
72000,0.404678556
72900,0.441304063
73800,0.456553109
74700,0.467449772
75600,0.460873837
76500,0.440040605
77400,0.425392751
78300,0.420208648
79200,0.408113106
80100,0.409531116
81000,0.399193368
81900,0.339971341
82800,0.330273868
83700,0.280917129
84600,0.269912834
85500,0.294767977
86400,0.254021878
87300,0.269454863
88200,0.261981474
89100,0.255390499
90000,0.284710948
90900,0.279951317
91800,0.27153591
92700,0.261800099
93600,0.248440812
94500,0.236113073
95400,0.225491231
96300,0.212673301
97200,0.206657774
98100,0.199064331
99000,0.187075979
99900,0.147582147
100800,0.096024817
101700,0.047909179
102600,0.009897124
103500,0
104400,0
105300,0
106200,0
107100,0
108000,0
108900,0
109800,0
110700,0
111600,0
112500,0
113400,0
114300,0
115200,0
116100,0
117000,0.011729027
117900,0.033713189
118800,0.054611222
119700,0.070440922
120600,0.072101478
121500,0.06191945
122400,0.055737803
123300,0.056911032
124200,0.05694298
125100,0.057075971
126000,0.058161624
126900,0.057300769
127800,0.060692005
128700,0.058974031
129600,0.060417395
130500,0.064788775
131400,0.069427528
132300,0.081743282
133200,0.099680683
134100,0.128474292
135000,0.181485554
135900,0.297211966
136800,0.444643036
137700,0.532757674
138600,0.738945124
139500,1.018908059
140400,1.373681623
141300,1.842750178
142200,2.662873266
143100,3.303458438
144000,4.024048585
144900,4.651267916
145800,4.814236472
146700,4.737606566
147600,4.546835311
148500,4.33901231
149400,4.02918276
150300,3.80474178
151200,3.493878477
152100,3.126697362
153000,2.932513553
153900,2.730286434
154800,2.649342147
155700,2.653673533
156600,2.599009336
157500,2.393847567
158400,2.171760735
159300,1.911465858
160200,1.657215896
161100,1.507023325
162000,1.373513396
162900,1.24454876
163800,1.21255204
164700,1.207640687
165600,1.183379018
166500,1.14038488
167400,1.088754872
168300,1.035326134
169200,0.993153404
170100,0.95217974
171000,0.905767864
171900,0.862065097
172800,0.826132376
173700,0.81898938
174600,0.795182177
175500,0.77611437
176400,0.758406488
177300,0.7183127
178200,0.698018155
179100,0.692770328
180000,0.69102974
180900,0.678650842
181800,0.651792964
182700,0.613394208
183600,0.587787682
184500,0.571431906
185400,0.564470873
186300,0.547796711
187200,0.532249447
188100,0.513735182
189000,0.499417607
189900,0.486153374
190800,0.425686355
191700,0.36771459
192600,0.311472921
193500,0.263537562
194400,0.264736504
195300,0.264736504
196200,0.264736504
197100,0.264736504
198000,0.261141826
198900,0.257553715
199800,0.25158874
200700,0.2444572
201600,0.237356318
202500,0.229113382
203400,0.205837426
204300,0.181911316
205200,0.165203995
206100,0.156441824
207000,0.152102555
207900,0.149943796
208800,0.162142718
209700,0.182552636
210600,0.195085194
211500,0.229531683
212400,0.252523064
213300,0.283630441
214200,0.350422644
215100,0.479893749
216000,0.531769746
216900,0.586159487
217800,0.697649548
218700,0.781883309
219600,0.906314503
220500,1.026550001
221400,1.29521582
222300,1.661606071
223200,2.044696148
224100,2.594530088
225000,3.170867412
225900,3.843997787
226800,4.495613725
227700,5.313786624
228600,5.887657269
229500,6.212615725
230400,5.961237811
231300,5.292270501
232200,4.574694254
233100,3.842644608
234000,3.376649797
234900,3.000214036
235800,2.784785948
236700,2.55615321
237600,2.37507221
238500,2.229543742
239400,2.050931588
240300,1.938283347
241200,1.904863471
242100,1.885101754
243000,1.887805447
243900,1.822781492
244800,1.79686637
245700,1.767199336
246600,1.870577392
247500,1.912273505
248400,1.942812566
249300,1.95932441
250200,2.000836521
251100,2.08415747
252000,2.0825078
252900,2.233875735
253800,2.27550845
254700,2.300199884
255600,2.367135703
256500,2.126054121
257400,1.940712941
258300,1.815399849
259200,1.630450993
260100,1.557803028
261000,1.531482661
261900,1.448607672
262800,1.384802478
263700,1.330599219
264600,1.236288363
265500,1.172747653
266400,1.119979041
267300,1.082116609
268200,1.026169832
269100,0.974859936
270000,0.946933229
270900,0.901353181
271800,0.877324872
272700,0.823192271
273600,0.81830176
274500,0.801781948
275400,0.782676336
276300,0.75592477
277200,0.736715231
278100,0.679991023
279000,0.692909434
279900,0.676848974
280800,0.654567281
281700,0.655237234
282600,0.669243761
283500,0.723294082
284400,0.784066437
285300,0.866011614
286200,0.866277624
287100,0.83140428
288000,0.855335655
288900,0.844684121
289800,0.860431227
290700,0.785423314
291600,0.685821013
292500,0.723696757
293400,0.741934129
294300,0.563547521
295200,0.510223317
296100,0.419403786
297000,0.426049924
297900,0.41083075
298800,0.311851338
299700,0.288484629
300600,0.278411967
301500,0.354698946
302400,0.378187082
303300,0.336478608
304200,0.327955573
305100,0.298174296
306000,0.287687043
306900,0.295571974
307800,0.283128337
308700,0.275321136
309600,0.273200487
310500,0.266164405
311400,0.256242378
312300,0.267333573
313200,0.260974811
314100,0.262282534
315000,0.258640551
315900,0.264261304
316800,0.266619431
317700,0.26595563
318600,0.258779001
319500,0.248972185
320400,0.242812101
321300,0.235916062
322200,0.243257503
323100,0.222160746
324000,0.2188873
324900,0.215803767
325800,0.166843325
326700,0.127405094
327600,0.110587882
328500,0.088613987
329400,0.085921389
330300,0.083645045
331200,0.083307133
332100,0.084619026
333000,0.085528422
333900,0.086452491
334800,0.087379603
335700,0.086452491
336600,0.086452491
337500,0.087379603
338400,0.087379603
339300,0.086452491
340200,0.084607418
341100,0.083689502
342000,0.085528422
342900,0.082774697
343800,0.080954511
344700,0.079147044
345600,0.078248139
346500,0.076460103
347400,0.07557102
348300,0.073802843
